,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
76766,STATE - MAHARASHTRA,Mining of iron ores,124,86,38,110,74,36,14,12,2,0,0,0,0,0,0,0,0,0,124,2.263157894736842,22.65423406060606,82.20022463636361
76767,STATE - MAHARASHTRA,Mining of iron ores,124,86,38,110,74,36,14,12,2,0,0,0,0,0,0,0,0,0,124,2.263157894736842,22.65423406060606,82.20022463636361
76768,STATE - MAHARASHTRA,Mining of non-ferrous metal ores,536,473,63,187,158,29,349,315,34,24,18,6,18,12,6,6,6,0,560,7.507936507936508,22.65423406060606,82.20022463636361
76769,STATE - MAHARASHTRA,Mining of other non-ferrous metal ores,536,473,63,187,158,29,349,315,34,24,18,6,18,12,6,6,6,0,560,7.507936507936508,22.65423406060606,82.20022463636361
76770,STATE - MAHARASHTRA,Other mining and quarrying,5321,4371,950,3067,2416,651,2254,1955,299,678,517,161,451,344,107,227,173,54,5999,4.601052631578948,22.65423406060606,82.20022463636361
76771,STATE - MAHARASHTRA,"Quarrying of stone, sand and clay",2320,1846,474,1438,1091,347,882,755,127,281,222,59,181,156,25,100,66,34,2601,3.8945147679324896,22.65423406060606,82.20022463636361
76772,STATE - MAHARASHTRA,"Quarrying of stone, sand and clay",2320,1846,474,1438,1091,347,882,755,127,281,222,59,181,156,25,100,66,34,2601,3.8945147679324896,22.65423406060606,82.20022463636361
76773,STATE - MAHARASHTRA,Mining and quarrying n.e.c.,3001,2525,476,1629,1325,304,1372,1200,172,397,295,102,270,188,82,127,107,20,3398,5.304621848739496,22.65423406060606,82.20022463636361
76774,STATE - MAHARASHTRA,Mining of chemical and fertilizer minerals,27,19,8,19,19,0,8,0,8,0,0,0,0,0,0,0,0,0,27,2.375,22.65423406060606,82.20022463636361
76775,STATE - MAHARASHTRA,Extraction and agglomeration of peat,395,364,31,198,180,18,197,184,13,76,50,26,54,30,24,22,20,2,471,11.741935483870968,22.65423406060606,82.20022463636361
76776,STATE - MAHARASHTRA,Extraction of salt,272,243,29,107,98,9,165,145,20,9,9,0,3,3,0,6,6,0,281,8.379310344827585,22.65423406060606,82.20022463636361
76777,STATE - MAHARASHTRA,Other mining and quarrying n.e.c.,2307,1899,408,1305,1028,277,1002,871,131,312,236,76,213,155,58,99,81,18,2619,4.654411764705882,22.65423406060606,82.20022463636361
76778,STATE - MAHARASHTRA,Mining support service activities,93,90,3,6,6,0,87,84,3,12,6,6,12,6,6,0,0,0,105,30,22.65423406060606,82.20022463636361
76779,STATE - MAHARASHTRA,Support activities for petroleum and natural gas mining,75,72,3,0,0,0,75,72,3,0,0,0,0,0,0,0,0,0,75,24,22.65423406060606,82.20022463636361
76780,STATE - MAHARASHTRA,Support activities for petroleum and natural gas mining,75,72,3,0,0,0,75,72,3,0,0,0,0,0,0,0,0,0,75,24,22.65423406060606,82.20022463636361
