,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
26936,STATE - MANIPUR,Preparation and spinning of textile fibres,3855,833,3022,2387,510,1877,1468,323,1145,4098,562,3536,2583,402,2181,1515,160,1355,7953,0.2756452680344143,22.65423406060606,82.20022463636361
26937,STATE - MANIPUR,Finishing of textiles,5600,136,5464,3925,90,3835,1675,46,1629,5305,87,5218,3760,54,3706,1545,33,1512,10905,0.0248901903367496,22.65423406060606,82.20022463636361
26938,STATE - MANIPUR,Manufacture of other textiles,5503,184,5319,2170,60,2110,3333,124,3209,3434,109,3325,1605,38,1567,1829,71,1758,8937,0.0345929686031208,22.65423406060606,82.20022463636361
26939,STATE - MANIPUR,Manufacture of knitted and crocheted fabrics,548,39,509,272,6,266,276,33,243,320,5,315,196,0,196,124,5,119,868,0.0766208251473477,22.65423406060606,82.20022463636361
26940,STATE - MANIPUR,"Manufacture of made-up textile articles, except apparel",212,10,202,68,6,62,144,4,140,151,7,144,78,4,74,73,3,70,363,0.0495049504950495,22.65423406060606,82.20022463636361
26941,STATE - MANIPUR,Manufacture of carpets and rugs,69,11,58,52,0,52,17,11,6,43,7,36,20,4,16,23,3,20,112,0.1896551724137931,22.65423406060606,82.20022463636361
26942,STATE - MANIPUR,"Manufacture of cordage, rope, twine and netting",26,0,26,12,0,12,14,0,14,60,16,44,38,16,22,22,0,22,86,0,22.65423406060606,82.20022463636361
26943,STATE - MANIPUR,Manufacture of other textiles n.e.c.,4648,124,4524,1766,48,1718,2882,76,2806,2860,74,2786,1273,14,1259,1587,60,1527,7508,0.0274093722369584,22.65423406060606,82.20022463636361
26944,STATE - MANIPUR,Manufacture of wearing apparel,6175,2166,4009,2501,941,1560,3674,1225,2449,3208,376,2832,1438,181,1257,1770,195,1575,9383,0.5402843601895735,22.65423406060606,82.20022463636361
26945,STATE - MANIPUR,"Manufacture of wearing apparel, except fur apparel",5982,2137,3845,2381,929,1452,3601,1208,2393,3002,360,2642,1304,169,1135,1698,191,1507,8984,0.5557867360208062,22.65423406060606,82.20022463636361
26946,STATE - MANIPUR,"Manufacture of wearing apparel, except fur apparel",5982,2137,3845,2381,929,1452,3601,1208,2393,3002,360,2642,1304,169,1135,1698,191,1507,8984,0.5557867360208062,22.65423406060606,82.20022463636361
26947,STATE - MANIPUR,Manufacture of articles of fur,29,11,18,16,6,10,13,5,8,3,0,3,0,0,0,3,0,3,32,0.6111111111111112,22.65423406060606,82.20022463636361
26948,STATE - MANIPUR,Manufacture of articles of fur,29,11,18,16,6,10,13,5,8,3,0,3,0,0,0,3,0,3,32,0.6111111111111112,22.65423406060606,82.20022463636361
26949,STATE - MANIPUR,Manufacture of knitted and crocheted apparel,164,18,146,104,6,98,60,12,48,203,16,187,134,12,122,69,4,65,367,0.1232876712328767,22.65423406060606,82.20022463636361
26950,STATE - MANIPUR,Manufacture of knitted and crocheted apparel,164,18,146,104,6,98,60,12,48,203,16,187,134,12,122,69,4,65,367,0.1232876712328767,22.65423406060606,82.20022463636361
26951,STATE - MANIPUR,Manufacture of leather and related products,427,221,206,158,86,72,269,135,134,215,33,182,85,10,75,130,23,107,642,1.0728155339805825,22.65423406060606,82.20022463636361
26952,STATE - MANIPUR,"Tanning and dressing of leather; manufacture of luggage, handbags, saddlery",40,22,18,8,0,8,32,22,10,0,0,0,0,0,0,0,0,0,40,1.2222222222222223,22.65423406060606,82.20022463636361
26953,STATE - MANIPUR,Tanning and dressing of leather; dressing and dyeing of fur,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,22.65423406060606,82.20022463636361
26954,STATE - MANIPUR,"Manufacture of luggage, handbags and the like, saddlery and harness",37,22,15,8,0,8,29,22,7,0,0,0,0,0,0,0,0,0,37,1.4666666666666666,22.65423406060606,82.20022463636361
26955,STATE - MANIPUR,Manufacture of footwear,387,199,188,150,86,64,237,113,124,215,33,182,85,10,75,130,23,107,602,1.0585106382978724,22.65423406060606,82.20022463636361
26956,STATE - MANIPUR,Manufacture of footwear,387,199,188,150,86,64,237,113,124,215,33,182,85,10,75,130,23,107,602,1.0585106382978724,22.65423406060606,82.20022463636361
26957,STATE - MANIPUR,"Manufacture of wood and products of wood and cork, except furniture;",3962,2895,1067,2496,1760,736,1466,1135,331,1915,999,916,1382,675,707,533,324,209,5877,2.713214620431115,22.65423406060606,82.20022463636361
26958,STATE - MANIPUR,Sawmilling and planing of wood,307,291,16,200,184,16,107,107,0,51,51,0,42,42,0,9,9,0,358,18.1875,22.65423406060606,82.20022463636361
26959,STATE - MANIPUR,Saw milling and planing of wood,307,291,16,200,184,16,107,107,0,51,51,0,42,42,0,9,9,0,358,18.1875,22.65423406060606,82.20022463636361
26960,STATE - MANIPUR,"Manufacture of products of wood, cork, straw and plaiting materials",3655,2604,1051,2296,1576,720,1359,1028,331,1864,948,916,1340,633,707,524,315,209,5519,2.477640342530923,22.65423406060606,82.20022463636361
26961,STATE - MANIPUR,"Manufacture of veneer sheets; manufacture of plywood, laminboard,",12,7,5,6,4,2,6,3,3,3,0,3,2,0,2,1,0,1,15,1.4,22.65423406060606,82.20022463636361
26962,STATE - MANIPUR,Manufacture of builders carpentry and joinery,59,59,0,30,30,0,29,29,0,2,2,0,2,2,0,0,0,0,61,59,22.65423406060606,82.20022463636361
26963,STATE - MANIPUR,Manufacture of wooden containers,996,602,394,732,426,306,264,176,88,770,365,405,594,281,313,176,84,92,1766,1.5279187817258884,22.65423406060606,82.20022463636361
26964,STATE - MANIPUR,"Manufacture of other products of wood; manufacture of articles of cork,",2588,1936,652,1528,1116,412,1060,820,240,1089,581,508,742,350,392,347,231,116,3677,2.9693251533742333,22.65423406060606,82.20022463636361
26965,STATE - MANIPUR,Manufacture of paper and paper products,63,32,31,28,20,8,35,12,23,28,8,20,16,8,8,12,0,12,91,1.032258064516129,22.65423406060606,82.20022463636361
26966,STATE - MANIPUR,Manufacture of paper and paper products,63,32,31,28,20,8,35,12,23,28,8,20,16,8,8,12,0,12,91,1.032258064516129,22.65423406060606,82.20022463636361
26967,STATE - MANIPUR,"Manufacture of pulp, paper and paperboard",10,3,7,0,0,0,10,3,7,6,0,6,2,0,2,4,0,4,16,0.4285714285714285,22.65423406060606,82.20022463636361
26968,STATE - MANIPUR,Manufacture of corrugated paper and paperboard and containers of,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,0,2,2,0,22.65423406060606,82.20022463636361
26969,STATE - MANIPUR,Manufacture of other articles of paper and paperboard,53,29,24,28,20,8,25,9,16,20,8,12,14,8,6,6,0,6,73,1.2083333333333333,22.65423406060606,82.20022463636361
26970,STATE - MANIPUR,Printing and reproduction of recorded media,439,377,62,98,90,8,341,287,54,38,32,6,10,6,4,28,26,2,477,6.080645161290323,22.65423406060606,82.20022463636361
26971,STATE - MANIPUR,Printing and service activities related to printing,439,377,62,98,90,8,341,287,54,38,32,6,10,6,4,28,26,2,477,6.080645161290323,22.65423406060606,82.20022463636361
26972,STATE - MANIPUR,Printing,174,150,24,33,32,1,141,118,23,6,4,2,2,0,2,4,4,0,180,6.25,22.65423406060606,82.20022463636361
26973,STATE - MANIPUR,Service activities related to printing,265,227,38,65,58,7,200,169,31,32,28,4,8,6,2,24,22,2,297,5.973684210526316,22.65423406060606,82.20022463636361
26974,STATE - MANIPUR,Manufacture of coke and refined petroleum products,67,61,6,43,39,4,24,22,2,22,6,16,18,4,14,4,2,2,89,10.166666666666666,22.65423406060606,82.20022463636361
26975,STATE - MANIPUR,Manufacture of coke oven products,5,3,2,0,0,0,5,3,2,6,6,0,4,4,0,2,2,0,11,1.5,22.65423406060606,82.20022463636361
26976,STATE - MANIPUR,Manufacture of coke oven products,5,3,2,0,0,0,5,3,2,6,6,0,4,4,0,2,2,0,11,1.5,22.65423406060606,82.20022463636361
26977,STATE - MANIPUR,Manufacture of refined petroleum products,62,58,4,43,39,4,19,19,0,16,0,16,14,0,14,2,0,2,78,14.5,22.65423406060606,82.20022463636361
26978,STATE - MANIPUR,Manufacture of refined petroleum products,62,58,4,43,39,4,19,19,0,16,0,16,14,0,14,2,0,2,78,14.5,22.65423406060606,82.20022463636361
26979,STATE - MANIPUR,Manufacture of chemicals and chemical products,650,177,473,222,36,186,428,141,287,544,36,508,227,26,201,317,10,307,1194,0.3742071881606765,22.65423406060606,82.20022463636361
