,IndiaStates,NIC_Name,Main_Workers__Total___Persons,Main_Workers__Total__Males,Main_Workers__Total__Females,Main_Workers__Rural___Persons,Main_Workers__Rural__Males,Main_Workers__Rural__Females,Main_Workers__Urban___Persons,Main_Workers__Urban__Males,Main_Workers__Urban__Females,Marginal_Workers__Total___Persons,Marginal_Workers__Total__Males,Marginal_Workers__Total__Females,Marginal_Workers__Rural___Persons,Marginal_Workers__Rural__Males,Marginal_Workers__Rural__Females,Marginal_Workers__Urban___Persons,Marginal_Workers__Urban__Males,Marginal_Workers__Urban__Females,TotalWorkers,MaleFemaleRatio,Latitude,Longitude
20456,STATE - ARUNACHAL PRADESH,"Manufacture of luggage, handbags and the like, saddlery and harness",7,4,3,3,0,3,4,4,0,2,1,1,0,0,0,2,1,1,9,1.3333333333333333,22.65423406060606,82.20022463636361
20457,STATE - ARUNACHAL PRADESH,Manufacture of footwear,43,21,22,14,3,11,29,18,11,20,4,16,19,3,16,1,1,0,63,0.9545454545454546,22.65423406060606,82.20022463636361
20458,STATE - ARUNACHAL PRADESH,Manufacture of footwear,43,21,22,14,3,11,29,18,11,20,4,16,19,3,16,1,1,0,63,0.9545454545454546,22.65423406060606,82.20022463636361
20459,STATE - ARUNACHAL PRADESH,"Manufacture of wood and products of wood and cork, except furniture;",1832,1538,294,899,715,184,933,823,110,433,332,101,302,252,50,131,80,51,2265,5.2312925170068025,22.65423406060606,82.20022463636361
20460,STATE - ARUNACHAL PRADESH,Sawmilling and planing of wood,714,615,99,422,347,75,292,268,24,174,151,23,150,140,10,24,11,13,888,6.212121212121212,22.65423406060606,82.20022463636361
20461,STATE - ARUNACHAL PRADESH,Saw milling and planing of wood,714,615,99,422,347,75,292,268,24,174,151,23,150,140,10,24,11,13,888,6.212121212121212,22.65423406060606,82.20022463636361
20462,STATE - ARUNACHAL PRADESH,"Manufacture of products of wood, cork, straw and plaiting materials",1118,923,195,477,368,109,641,555,86,259,181,78,152,112,40,107,69,38,1377,4.733333333333333,22.65423406060606,82.20022463636361
20463,STATE - ARUNACHAL PRADESH,"Manufacture of veneer sheets; manufacture of plywood, laminboard,",418,337,81,148,104,44,270,233,37,11,5,6,0,0,0,11,5,6,429,4.160493827160494,22.65423406060606,82.20022463636361
20464,STATE - ARUNACHAL PRADESH,Manufacture of builders carpentry and joinery,21,21,0,17,17,0,4,4,0,13,13,0,13,13,0,0,0,0,34,21,22.65423406060606,82.20022463636361
20465,STATE - ARUNACHAL PRADESH,Manufacture of wooden containers,141,107,34,66,52,14,75,55,20,65,46,19,51,38,13,14,8,6,206,3.147058823529412,22.65423406060606,82.20022463636361
20466,STATE - ARUNACHAL PRADESH,"Manufacture of other products of wood; manufacture of articles of cork,",538,458,80,246,195,51,292,263,29,170,117,53,88,61,27,82,56,26,708,5.725,22.65423406060606,82.20022463636361
20467,STATE - ARUNACHAL PRADESH,Manufacture of paper and paper products,14,10,4,11,7,4,3,3,0,3,2,1,2,2,0,1,0,1,17,2.5,22.65423406060606,82.20022463636361
20468,STATE - ARUNACHAL PRADESH,Manufacture of paper and paper products,14,10,4,11,7,4,3,3,0,3,2,1,2,2,0,1,0,1,17,2.5,22.65423406060606,82.20022463636361
20469,STATE - ARUNACHAL PRADESH,"Manufacture of pulp, paper and paperboard",1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20470,STATE - ARUNACHAL PRADESH,Manufacture of corrugated paper and paperboard and containers of,11,9,2,8,6,2,3,3,0,0,0,0,0,0,0,0,0,0,11,4.5,22.65423406060606,82.20022463636361
20471,STATE - ARUNACHAL PRADESH,Manufacture of other articles of paper and paperboard,2,0,2,2,0,2,0,0,0,3,2,1,2,2,0,1,0,1,5,0,22.65423406060606,82.20022463636361
20472,STATE - ARUNACHAL PRADESH,Printing and reproduction of recorded media,88,70,18,3,3,0,85,67,18,6,4,2,2,2,0,4,2,2,94,3.888888888888889,22.65423406060606,82.20022463636361
20473,STATE - ARUNACHAL PRADESH,Printing and service activities related to printing,88,70,18,3,3,0,85,67,18,6,4,2,2,2,0,4,2,2,94,3.888888888888889,22.65423406060606,82.20022463636361
20474,STATE - ARUNACHAL PRADESH,Printing,40,32,8,1,1,0,39,31,8,1,1,0,0,0,0,1,1,0,41,4,22.65423406060606,82.20022463636361
20475,STATE - ARUNACHAL PRADESH,Service activities related to printing,48,38,10,2,2,0,46,36,10,5,3,2,2,2,0,3,1,2,53,3.8,22.65423406060606,82.20022463636361
20476,STATE - ARUNACHAL PRADESH,Manufacture of coke and refined petroleum products,79,79,0,67,67,0,12,12,0,11,7,4,9,7,2,2,0,2,90,79,22.65423406060606,82.20022463636361
20477,STATE - ARUNACHAL PRADESH,Manufacture of coke oven products,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20478,STATE - ARUNACHAL PRADESH,Manufacture of coke oven products,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20479,STATE - ARUNACHAL PRADESH,Manufacture of refined petroleum products,77,77,0,66,66,0,11,11,0,11,7,4,9,7,2,2,0,2,88,77,22.65423406060606,82.20022463636361
20480,STATE - ARUNACHAL PRADESH,Manufacture of refined petroleum products,77,77,0,66,66,0,11,11,0,11,7,4,9,7,2,2,0,2,88,77,22.65423406060606,82.20022463636361
20481,STATE - ARUNACHAL PRADESH,Manufacture of chemicals and chemical products,41,38,3,15,13,2,26,25,1,3,1,2,1,1,0,2,0,2,44,12.666666666666666,22.65423406060606,82.20022463636361
20482,STATE - ARUNACHAL PRADESH,"Manufacture of basic chemicals, fertilizer and nitrogen compounds, plastics",3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20483,STATE - ARUNACHAL PRADESH,Manufacture of basic chemicals,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20484,STATE - ARUNACHAL PRADESH,Manufacture of other chemical products,38,35,3,15,13,2,23,22,1,3,1,2,1,1,0,2,0,2,41,11.666666666666666,22.65423406060606,82.20022463636361
20485,STATE - ARUNACHAL PRADESH,Manufacture of pesticides and other agrochemical products,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20486,STATE - ARUNACHAL PRADESH,"Manufacture of paints, varnishes and similar coatings, printing ink and",7,5,2,3,2,1,4,3,1,0,0,0,0,0,0,0,0,0,7,2.5,22.65423406060606,82.20022463636361
20487,STATE - ARUNACHAL PRADESH,"Manufacture of soap and detergents, cleaning and polishing preparations,",29,28,1,11,10,1,18,18,0,3,1,2,1,1,0,2,0,2,32,28,22.65423406060606,82.20022463636361
20488,STATE - ARUNACHAL PRADESH,Manufacture of other chemical products n.e.c.,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20489,STATE - ARUNACHAL PRADESH,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2,0,2,2,0,2,0,0,0,1,1,0,0,0,0,1,1,0,3,0,22.65423406060606,82.20022463636361
20490,STATE - ARUNACHAL PRADESH,"Manufacture of pharmaceuticals, medicinal chemical and botanical products",2,0,2,2,0,2,0,0,0,1,1,0,0,0,0,1,1,0,3,0,22.65423406060606,82.20022463636361
20491,STATE - ARUNACHAL PRADESH,"Manufacture of pharmaceuticals, medicinal chemical and botanical",2,0,2,2,0,2,0,0,0,1,1,0,0,0,0,1,1,0,3,0,22.65423406060606,82.20022463636361
20492,STATE - ARUNACHAL PRADESH,Manufacture of rubber and plastics products,46,46,0,30,30,0,16,16,0,0,0,0,0,0,0,0,0,0,46,46,22.65423406060606,82.20022463636361
20493,STATE - ARUNACHAL PRADESH,Manufacture of rubber products,46,46,0,30,30,0,16,16,0,0,0,0,0,0,0,0,0,0,46,46,22.65423406060606,82.20022463636361
20494,STATE - ARUNACHAL PRADESH,Manufacture of rubber tyres and tubes; retreading and rebuilding of,41,41,0,26,26,0,15,15,0,0,0,0,0,0,0,0,0,0,41,41,22.65423406060606,82.20022463636361
20495,STATE - ARUNACHAL PRADESH,Manufacture of other rubber products,5,5,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5,22.65423406060606,82.20022463636361
20496,STATE - ARUNACHAL PRADESH,Manufacture of other non-metallic mineral products,96,80,16,87,74,13,9,6,3,16,9,7,11,5,6,5,4,1,112,5,22.65423406060606,82.20022463636361
20497,STATE - ARUNACHAL PRADESH,Manufacture of non-metallic mineral products n.e.c.,96,80,16,87,74,13,9,6,3,16,9,7,11,5,6,5,4,1,112,5,22.65423406060606,82.20022463636361
20498,STATE - ARUNACHAL PRADESH,Manufacture of refractory products,21,15,6,17,13,4,4,2,2,10,5,5,10,5,5,0,0,0,31,2.5,22.65423406060606,82.20022463636361
20499,STATE - ARUNACHAL PRADESH,Manufacture of clay building materials,4,4,0,3,3,0,1,1,0,2,0,2,1,0,1,1,0,1,6,4,22.65423406060606,82.20022463636361
20500,STATE - ARUNACHAL PRADESH,Manufacture of other porcelain and ceramic products,1,1,0,0,0,0,1,1,0,3,3,0,0,0,0,3,3,0,4,1,22.65423406060606,82.20022463636361
20501,STATE - ARUNACHAL PRADESH,"Manufacture of cement, lime and plaster",13,13,0,13,13,0,0,0,0,1,1,0,0,0,0,1,1,0,14,13,22.65423406060606,82.20022463636361
20502,STATE - ARUNACHAL PRADESH,"Manufacture of articles of concrete, cement and plaster",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20503,STATE - ARUNACHAL PRADESH,"Cutting, shaping and finishing of stone",37,28,9,36,27,9,1,1,0,0,0,0,0,0,0,0,0,0,37,3.111111111111111,22.65423406060606,82.20022463636361
20504,STATE - ARUNACHAL PRADESH,Manufacture of other non-metallic mineral products n.e.c.,14,13,1,12,12,0,2,1,1,0,0,0,0,0,0,0,0,0,14,13,22.65423406060606,82.20022463636361
20505,STATE - ARUNACHAL PRADESH,Manufacture of basic metals,354,338,16,315,303,12,39,35,4,29,21,8,25,18,7,4,3,1,383,21.125,22.65423406060606,82.20022463636361
20506,STATE - ARUNACHAL PRADESH,Manufacture of basic iron and steel,320,308,12,286,278,8,34,30,4,24,21,3,20,18,2,4,3,1,344,25.666666666666668,22.65423406060606,82.20022463636361
20507,STATE - ARUNACHAL PRADESH,Manufacture of basic iron and steel,320,308,12,286,278,8,34,30,4,24,21,3,20,18,2,4,3,1,344,25.666666666666668,22.65423406060606,82.20022463636361
20508,STATE - ARUNACHAL PRADESH,Manufacture of basic precious and other non-ferrous metals,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20509,STATE - ARUNACHAL PRADESH,Manufacture of basic precious and other non-ferrous metals,6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20510,STATE - ARUNACHAL PRADESH,Casting of metals,28,24,4,23,19,4,5,5,0,5,0,5,5,0,5,0,0,0,33,6,22.65423406060606,82.20022463636361
20511,STATE - ARUNACHAL PRADESH,Casting of iron and steel,28,24,4,23,19,4,5,5,0,5,0,5,5,0,5,0,0,0,33,6,22.65423406060606,82.20022463636361
20512,STATE - ARUNACHAL PRADESH,"Manufacture of fabricated metal products, except machinery and equipment",404,378,26,217,205,12,187,173,14,58,39,19,25,14,11,33,25,8,462,14.538461538461538,22.65423406060606,82.20022463636361
20513,STATE - ARUNACHAL PRADESH,"Manufacture of structural metal products, tanks, reservoirs and steam",47,45,2,22,20,2,25,25,0,9,5,4,4,0,4,5,5,0,56,22.5,22.65423406060606,82.20022463636361
20514,STATE - ARUNACHAL PRADESH,Manufacture of structural metal products,43,41,2,21,19,2,22,22,0,9,5,4,4,0,4,5,5,0,52,20.5,22.65423406060606,82.20022463636361
20515,STATE - ARUNACHAL PRADESH,"Manufacture of tanks, reservoirs and containers of metal",4,4,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,4,4,22.65423406060606,82.20022463636361
20516,STATE - ARUNACHAL PRADESH,Manufacture of other fabricated metal products; metalworking service,357,333,24,195,185,10,162,148,14,49,34,15,21,14,7,28,20,8,406,13.875,22.65423406060606,82.20022463636361
20517,STATE - ARUNACHAL PRADESH,"Forging, pressing, stamping and roll-forming of metal; powder",0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,22.65423406060606,82.20022463636361
20518,STATE - ARUNACHAL PRADESH,Machining; treatment and coating of metals,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20519,STATE - ARUNACHAL PRADESH,"Manufacture of cutlery, hand tools and general hardware",304,285,19,181,171,10,123,114,9,43,30,13,20,13,7,23,17,6,347,15,22.65423406060606,82.20022463636361
20520,STATE - ARUNACHAL PRADESH,Manufacture of other fabricated metal products n.e.c.,52,47,5,14,14,0,38,33,5,5,3,2,1,1,0,4,2,2,57,9.4,22.65423406060606,82.20022463636361
20521,STATE - ARUNACHAL PRADESH,"Manufacture of computer, electronic and optical products",16,15,1,5,5,0,11,10,1,0,0,0,0,0,0,0,0,0,16,15,22.65423406060606,82.20022463636361
20522,STATE - ARUNACHAL PRADESH,Manufacture of electronic components,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20523,STATE - ARUNACHAL PRADESH,Manufacture of electronic components,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20524,STATE - ARUNACHAL PRADESH,Manufacture of computers and peripheral equipment,5,4,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,5,4,22.65423406060606,82.20022463636361
20525,STATE - ARUNACHAL PRADESH,Manufacture of computers and peripheral equipment,5,4,1,2,2,0,3,2,1,0,0,0,0,0,0,0,0,0,5,4,22.65423406060606,82.20022463636361
20526,STATE - ARUNACHAL PRADESH,Manufacture of communication equipment,6,6,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20527,STATE - ARUNACHAL PRADESH,Manufacture of communication equipment,6,6,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20528,STATE - ARUNACHAL PRADESH,Manufacture of consumer electronics,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20529,STATE - ARUNACHAL PRADESH,Manufacture of consumer electronics,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20530,STATE - ARUNACHAL PRADESH,Manufacture of electrical equipment,12,12,0,9,9,0,3,3,0,0,0,0,0,0,0,0,0,0,12,12,22.65423406060606,82.20022463636361
20531,STATE - ARUNACHAL PRADESH,"Manufacture of electric motors, generators, transformers and electricity",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20532,STATE - ARUNACHAL PRADESH,"Manufacture of electric motors, generators, transformers and electricity",6,6,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22.65423406060606,82.20022463636361
20533,STATE - ARUNACHAL PRADESH,Manufacture of batteries and accumulators,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,22.65423406060606,82.20022463636361
20534,STATE - ARUNACHAL PRADESH,Manufacture of batteries and accumulators,4,4,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,4,4,22.65423406060606,82.20022463636361
20535,STATE - ARUNACHAL PRADESH,Manufacture of domestic appliances,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20536,STATE - ARUNACHAL PRADESH,Manufacture of domestic appliances,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20537,STATE - ARUNACHAL PRADESH,Manufacture of machinery and equipment n.e.c.,7,5,2,1,1,0,6,4,2,0,0,0,0,0,0,0,0,0,7,2.5,22.65423406060606,82.20022463636361
20538,STATE - ARUNACHAL PRADESH,Manufacture of general purpose machinery,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20539,STATE - ARUNACHAL PRADESH,"Manufacture of ovens, furnaces and furnace burners",1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20540,STATE - ARUNACHAL PRADESH,Manufacture of special-purpose machinery,6,4,2,1,1,0,5,3,2,0,0,0,0,0,0,0,0,0,6,2,22.65423406060606,82.20022463636361
20541,STATE - ARUNACHAL PRADESH,Manufacture of agricultural and forestry machinery,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20542,STATE - ARUNACHAL PRADESH,Manufacture of metal-forming machinery and machine tools,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20543,STATE - ARUNACHAL PRADESH,"Manufacture of machinery for food, beverage and tobacco processing",2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,1,22.65423406060606,82.20022463636361
20544,STATE - ARUNACHAL PRADESH,"Manufacture of machinery for textile, apparel and leather production",1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,22.65423406060606,82.20022463636361
20545,STATE - ARUNACHAL PRADESH,Manufacture of other special-purpose machinery,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20546,STATE - ARUNACHAL PRADESH,Manufacture of other transport equipment,59,57,2,36,36,0,23,21,2,19,19,0,7,7,0,12,12,0,78,28.5,22.65423406060606,82.20022463636361
20547,STATE - ARUNACHAL PRADESH,Building of ships and boats,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,1,1,0,5,4,22.65423406060606,82.20022463636361
20548,STATE - ARUNACHAL PRADESH,Building of ships and floating structures,4,4,0,2,2,0,2,2,0,1,1,0,0,0,0,1,1,0,5,4,22.65423406060606,82.20022463636361
20549,STATE - ARUNACHAL PRADESH,Manufacture of railway locomotives and rolling stock,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,22.65423406060606,82.20022463636361
20550,STATE - ARUNACHAL PRADESH,Manufacture of railway locomotives and rolling stock,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,22.65423406060606,82.20022463636361
20551,STATE - ARUNACHAL PRADESH,Manufacture of transport equipment n.e.c.,53,53,0,34,34,0,19,19,0,18,18,0,7,7,0,11,11,0,71,53,22.65423406060606,82.20022463636361
20552,STATE - ARUNACHAL PRADESH,Manufacture of other transport equipment n.e.c.,53,53,0,34,34,0,19,19,0,18,18,0,7,7,0,11,11,0,71,53,22.65423406060606,82.20022463636361
20553,STATE - ARUNACHAL PRADESH,Manufacture of furniture,1962,1925,37,917,901,16,1045,1024,21,389,367,22,183,172,11,206,195,11,2351,52.02702702702703,22.65423406060606,82.20022463636361
20554,STATE - ARUNACHAL PRADESH,Manufacture of furniture,1962,1925,37,917,901,16,1045,1024,21,389,367,22,183,172,11,206,195,11,2351,52.02702702702703,22.65423406060606,82.20022463636361
20555,STATE - ARUNACHAL PRADESH,Manufacture of furniture,1962,1925,37,917,901,16,1045,1024,21,389,367,22,183,172,11,206,195,11,2351,52.02702702702703,22.65423406060606,82.20022463636361
20556,STATE - ARUNACHAL PRADESH,Other manufacturing,269,241,28,68,57,11,201,184,17,44,33,11,14,9,5,30,24,6,313,8.607142857142858,22.65423406060606,82.20022463636361
20557,STATE - ARUNACHAL PRADESH,"Manufacture of jewellery, bijouterie and related articles",198,188,10,36,36,0,162,152,10,25,16,9,4,0,4,21,16,5,223,18.8,22.65423406060606,82.20022463636361
20558,STATE - ARUNACHAL PRADESH,Manufacture of jewellery and related articles,195,185,10,34,34,0,161,151,10,23,16,7,2,0,2,21,16,5,218,18.5,22.65423406060606,82.20022463636361
20559,STATE - ARUNACHAL PRADESH,Manufacture of imitation jewellery and related articles,3,3,0,2,2,0,1,1,0,2,0,2,2,0,2,0,0,0,5,3,22.65423406060606,82.20022463636361
20560,STATE - ARUNACHAL PRADESH,Manufacture of musical instruments,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20561,STATE - ARUNACHAL PRADESH,Manufacture of musical instruments,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20562,STATE - ARUNACHAL PRADESH,Manufacture of games and toys,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20563,STATE - ARUNACHAL PRADESH,Manufacture of games and toys,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,22.65423406060606,82.20022463636361
20564,STATE - ARUNACHAL PRADESH,Other manufacturing n.e.c.,67,49,18,32,21,11,35,28,7,19,17,2,10,9,1,9,8,1,86,2.7222222222222223,22.65423406060606,82.20022463636361
20565,STATE - ARUNACHAL PRADESH,Other manufacturing n.e.c.,67,49,18,32,21,11,35,28,7,19,17,2,10,9,1,9,8,1,86,2.7222222222222223,22.65423406060606,82.20022463636361
20566,STATE - ARUNACHAL PRADESH,Repair and installation of machinery and equipment,254,226,28,172,147,25,82,79,3,30,21,9,13,7,6,17,14,3,284,8.071428571428571,22.65423406060606,82.20022463636361
20567,STATE - ARUNACHAL PRADESH,"Repair of fabricated metal products, machinery and equipment",251,223,28,172,147,25,79,76,3,30,21,9,13,7,6,17,14,3,281,7.964285714285714,22.65423406060606,82.20022463636361
20568,STATE - ARUNACHAL PRADESH,Repair of fabricated metal products,41,38,3,31,28,3,10,10,0,8,4,4,5,3,2,3,1,2,49,12.666666666666666,22.65423406060606,82.20022463636361
20569,STATE - ARUNACHAL PRADESH,Repair of machinery,15,12,3,4,2,2,11,10,1,0,0,0,0,0,0,0,0,0,15,4,22.65423406060606,82.20022463636361
20570,STATE - ARUNACHAL PRADESH,Repair of electronic and optical equipment,9,9,0,0,0,0,9,9,0,7,6,1,0,0,0,7,6,1,16,9,22.65423406060606,82.20022463636361
20571,STATE - ARUNACHAL PRADESH,Repair of electrical equipment,139,123,16,115,101,14,24,22,2,10,6,4,8,4,4,2,2,0,149,7.6875,22.65423406060606,82.20022463636361
20572,STATE - ARUNACHAL PRADESH,"Repair of transport equipment, except motor vehicles",23,17,6,19,13,6,4,4,0,3,3,0,0,0,0,3,3,0,26,2.833333333333333,22.65423406060606,82.20022463636361
20573,STATE - ARUNACHAL PRADESH,Repair of other equipment,24,24,0,3,3,0,21,21,0,2,2,0,0,0,0,2,2,0,26,24,22.65423406060606,82.20022463636361
20574,STATE - ARUNACHAL PRADESH,Installation of industrial machinery and equipment,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20575,STATE - ARUNACHAL PRADESH,Installation of industrial machinery and equipment,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,22.65423406060606,82.20022463636361
20576,STATE - ARUNACHAL PRADESH,"Electricity, gas, steam and air conditioning supply",10494,8470,2024,6533,5560,973,3961,2910,1051,508,327,181,368,267,101,140,60,80,11002,4.184782608695652,22.65423406060606,82.20022463636361
20577,STATE - ARUNACHAL PRADESH,"Electric power generation, transmission and distribution",10441,8430,2011,6504,5542,962,3937,2888,1049,508,327,181,368,267,101,140,60,80,10949,4.191944306315266,22.65423406060606,82.20022463636361
20578,STATE - ARUNACHAL PRADESH,"Electric power generation, transmission and distribution",10441,8430,2011,6504,5542,962,3937,2888,1049,508,327,181,368,267,101,140,60,80,10949,4.191944306315266,22.65423406060606,82.20022463636361
20579,STATE - ARUNACHAL PRADESH,Manufacture of gas; distribution of gaseous fuels through mains,29,26,3,10,7,3,19,19,0,0,0,0,0,0,0,0,0,0,29,8.666666666666666,22.65423406060606,82.20022463636361
20580,STATE - ARUNACHAL PRADESH,Manufacture of gas; distribution of gaseous fuels through mains,29,26,3,10,7,3,19,19,0,0,0,0,0,0,0,0,0,0,29,8.666666666666666,22.65423406060606,82.20022463636361
20581,STATE - ARUNACHAL PRADESH,Steam and air conditioning supply,24,14,10,19,11,8,5,3,2,0,0,0,0,0,0,0,0,0,24,1.4,22.65423406060606,82.20022463636361
20582,STATE - ARUNACHAL PRADESH,Steam and air conditioning supply,24,14,10,19,11,8,5,3,2,0,0,0,0,0,0,0,0,0,24,1.4,22.65423406060606,82.20022463636361
20583,STATE - ARUNACHAL PRADESH,"Water collection, treatment and supply",3618,2872,746,1792,1506,286,1826,1366,460,141,90,51,91,62,29,50,28,22,3759,3.8498659517426272,22.65423406060606,82.20022463636361
20584,STATE - ARUNACHAL PRADESH,"Water collection, treatment and supply",3618,2872,746,1792,1506,286,1826,1366,460,141,90,51,91,62,29,50,28,22,3759,3.8498659517426272,22.65423406060606,82.20022463636361
20585,STATE - ARUNACHAL PRADESH,"Water collection, treatment and supply",3618,2872,746,1792,1506,286,1826,1366,460,141,90,51,91,62,29,50,28,22,3759,3.8498659517426272,22.65423406060606,82.20022463636361
20586,STATE - ARUNACHAL PRADESH,Sewerage,12,10,2,5,4,1,7,6,1,16,12,4,9,5,4,7,7,0,28,5,22.65423406060606,82.20022463636361
20587,STATE - ARUNACHAL PRADESH,Sewerage,12,10,2,5,4,1,7,6,1,16,12,4,9,5,4,7,7,0,28,5,22.65423406060606,82.20022463636361
20588,STATE - ARUNACHAL PRADESH,Sewerage,12,10,2,5,4,1,7,6,1,16,12,4,9,5,4,7,7,0,28,5,22.65423406060606,82.20022463636361
20589,STATE - ARUNACHAL PRADESH,"Waste collection, treatment and disposal activities; materials recovery",77,67,10,11,9,2,66,58,8,33,22,11,23,14,9,10,8,2,110,6.7,22.65423406060606,82.20022463636361
20590,STATE - ARUNACHAL PRADESH,Waste collection,75,65,10,10,8,2,65,57,8,33,22,11,23,14,9,10,8,2,108,6.5,22.65423406060606,82.20022463636361
20591,STATE - ARUNACHAL PRADESH,Collection of non-hazardous waste,55,47,8,6,6,0,49,41,8,31,20,11,23,14,9,8,6,2,86,5.875,22.65423406060606,82.20022463636361
20592,STATE - ARUNACHAL PRADESH,Collection of hazardous waste,20,18,2,4,2,2,16,16,0,2,2,0,0,0,0,2,2,0,22,9,22.65423406060606,82.20022463636361
20593,STATE - ARUNACHAL PRADESH,Waste treatment and disposal,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20594,STATE - ARUNACHAL PRADESH,Treatment and disposal of hazardous waste,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,2,22.65423406060606,82.20022463636361
20595,STATE - ARUNACHAL PRADESH,Remediation activities and other waste management services,5,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4,22.65423406060606,82.20022463636361
20596,STATE - ARUNACHAL PRADESH,Remediation activities and other waste management services,5,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4,22.65423406060606,82.20022463636361
20597,STATE - ARUNACHAL PRADESH,Remediation activities and other waste management services,5,4,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,5,4,22.65423406060606,82.20022463636361
20598,STATE - ARUNACHAL PRADESH,Construction of buildings,9201,7996,1205,5135,4365,770,4066,3631,435,1725,1396,329,994,794,200,731,602,129,10926,6.635684647302905,22.65423406060606,82.20022463636361
